; "SupportedThreads",40,"UsedThreads",40,"TotalMemory",540486615040,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1496236029,"CurrentTimeLocal","Wed May 31 15:07:09 2017","Hostname","r02n09"
"Fftw","Inplace","Complex","float",2,"oddshape",19,361,0,11,69,"Success",0.000306,20.233186,19.470861,0.006962,0.318611,0.234753,0.014126,0.139897,40.419611,54872,0,54872
"Fftw","Inplace","Complex","float",2,"oddshape",361,361,0,0,70,"Warmup",0.002249,66.872288,66.603366,0.544806,1.73556,1.322954,0.224393,0.31028,137.616672,1042568,0,1042568
"Fftw","Inplace","Complex","float",2,"oddshape",361,361,0,1,70,"Warmup",0.000451,66.740386,66.438124,0.111824,1.839657,1.405314,0.192238,0.275547,137.004232,1042568,0,1042568
"Fftw","Inplace","Complex","float",2,"oddshape",361,361,0,2,70,"Success",0.000331,66.722553,66.447018,0.11195,1.715413,1.644472,0.200858,0.314844,137.158029,1042568,0,1042568
"Fftw","Inplace","Complex","float",2,"oddshape",361,361,0,3,70,"Success",0.000407,66.223807,65.884782,0.105074,1.739039,1.762787,0.203391,0.276121,136.196055,1042568,0,1042568
"Fftw","Inplace","Complex","float",2,"oddshape",361,361,0,4,70,"Success",0.000332,66.89104,66.659865,0.139495,1.358497,1.705094,0.211878,0.309243,137.276169,1042568,0,1042568
"Fftw","Inplace","Complex","float",2,"oddshape",361,361,0,5,70,"Success",0.000379,66.127965,65.87037,0.111603,1.952044,1.826925,0.210124,0.306887,136.407019,1042568,0,1042568
"Fftw","Inplace","Complex","float",2,"oddshape",361,361,0,6,70,"Success",0.000325,66.885069,66.318235,0.111363,1.784429,1.645256,0.195613,0.263051,137.204036,1042568,0,1042568
"Fftw","Inplace","Complex","float",2,"oddshape",361,361,0,7,70,"Success",0.00041,66.04186,65.799448,0.120212,1.692468,1.72495,0.21845,0.334716,135.933364,1042568,0,1042568
"Fftw","Inplace","Complex","float",2,"oddshape",361,361,0,8,70,"Success",0.00039,66.933714,66.407602,0.133099,1.876069,1.369679,0.195297,0.266169,137.18261,1042568,0,1042568
"Fftw","Inplace","Complex","float",2,"oddshape",361,361,0,9,70,"Success",0.000404,66.603787,66.308359,0.12677,1.822541,1.481771,0.214436,0.297624,136.856417,1042568,0,1042568
"Fftw","Inplace","Complex","float",2,"oddshape",361,361,0,10,70,"Success",0.00041,66.499879,65.943056,0.115293,1.822781,1.653324,0.213842,0.308467,136.55763,1042568,0,1042568
"Fftw","Inplace","Complex","float",2,"oddshape",361,361,0,11,70,"Success",0.000353,66.75865,66.835597,0.137337,1.415258,1.317332,0.209335,0.314057,136.98859,1042568,0,1042568
"Fftw","Inplace","Complex","float",2,"oddshape",361,6859,0,0,71,"Warmup",0.0071,106.526592,106.458507,7.301653,27.733794,23.891245,3.426637,0.387433,275.734083,19808792,0,19808792
"Fftw","Inplace","Complex","float",2,"oddshape",361,6859,0,1,71,"Warmup",0.000422,106.977283,107.481018,2.127938,26.574028,23.692868,3.477879,0.384076,270.7164,19808792,0,19808792
"Fftw","Inplace","Complex","float",2,"oddshape",361,6859,0,2,71,"Success",0.000443,106.543167,106.720898,2.146197,30.095219,24.405352,3.457293,0.360987,273.730469,19808792,0,19808792
"Fftw","Inplace","Complex","float",2,"oddshape",361,6859,0,3,71,"Success",0.000651,105.715341,105.864532,2.139821,24.617804,24.736753,3.494478,0.323342,266.89339,19808792,0,19808792
"Fftw","Inplace","Complex","float",2,"oddshape",361,6859,0,4,71,"Success",0.000321,106.697329,106.967706,2.137237,26.516361,22.307001,3.440261,0.36734,268.43442,19808792,0,19808792
"Fftw","Inplace","Complex","float",2,"oddshape",361,6859,0,5,71,"Success",0.000454,106.225837,105.864616,2.131359,26.520079,25.013665,3.449139,0.383787,269.589709,19808792,0,19808792
"Fftw","Inplace","Complex","float",2,"oddshape",361,6859,0,6,71,"Success",0.000356,105.89613,105.867284,2.152742,26.057678,23.940708,3.428831,0.346106,267.69059,19808792,0,19808792
"Fftw","Inplace","Complex","float",2,"oddshape",361,6859,0,7,71,"Success",0.000549,106.468131,106.395376,2.143624,25.393066,24.667946,3.462425,0.376911,268.908791,19808792,0,19808792
"Fftw","Inplace","Complex","float",2,"oddshape",361,6859,0,8,71,"Success",0.000366,106.774962,106.820695,2.146542,28.249314,23.300275,3.451247,0.374861,271.118944,19808792,0,19808792
"Fftw","Inplace","Complex","float",2,"oddshape",361,6859,0,9,71,"Success",0.00039,106.705991,107.209275,2.143201,24.545477,23.92527,3.444365,0.388864,268.36372,19808792,0,19808792
"Fftw","Inplace","Complex","float",2,"oddshape",361,6859,0,10,71,"Success",0.000554,105.823652,105.74141,2.149106,26.372242,21.591501,3.422765,0.368956,265.471014,19808792,0,19808792
"Fftw","Inplace","Complex","float",2,"oddshape",361,6859,0,11,71,"Success",0.000341,106.561855,106.771937,2.138336,26.883998,22.167292,3.441229,0.360277,268.326163,19808792,0,19808792
"Fftw","Inplace","Complex","float",2,"oddshape",6859,6859,0,0,72,"Warmup",0.010844,180.264159,180.96607,149.509623,754.179057,859.880455,44.484215,1.6044,2170.900709,376367048,0,376367048
"Fftw","Inplace","Complex","float",2,"oddshape",6859,6859,0,1,72,"Warmup",0.010141,179.609076,180.46319,149.523046,750.164669,666.437204,44.486187,1.445704,1972.140995,376367048,0,376367048
"Fftw","Inplace","Complex","float",2,"oddshape",6859,6859,0,2,72,"Success",0.01084,185.641089,185.896089,149.683235,802.561043,739.507458,62.823464,1.928448,2128.054925,376367048,0,376367048
"Fftw","Inplace","Complex","float",2,"oddshape",6859,6859,0,3,72,"Success",0.009013,179.690417,180.151712,170.136264,800.173322,846.876247,43.023208,1.639454,2221.701689,376367048,0,376367048
"Fftw","Inplace","Complex","float",2,"oddshape",6859,6859,0,4,72,"Success",0.01049,178.635366,178.700621,165.114624,810.694172,839.763032,43.442376,1.486225,2217.848767,376367048,0,376367048
"Fftw","Inplace","Complex","float",2,"oddshape",6859,6859,0,5,72,"Success",0.009341,178.627068,178.643766,169.00956,901.119728,707.22437,42.486318,1.44547,2178.567139,376367048,0,376367048
"Fftw","Inplace","Complex","float",2,"oddshape",6859,6859,0,6,72,"Success",0.008716,178.414337,180.076624,199.973116,841.697409,829.556004,83.487747,1.465661,2314.682711,376367048,0,376367048
"Fftw","Inplace","Complex","float",2,"oddshape",6859,6859,0,7,72,"Success",0.012831,177.646901,178.56926,151.375412,853.088657,812.934916,71.947415,1.570897,2247.149019,376367048,0,376367048
"Fftw","Inplace","Complex","float",2,"oddshape",6859,6859,0,8,72,"Success",0.009917,178.074333,178.605556,154.649142,708.099416,727.620749,54.094652,1.438964,2002.594784,376367048,0,376367048
"Fftw","Inplace","Complex","float",2,"oddshape",6859,6859,0,9,72,"Success",0.011667,178.17597,178.533878,146.842737,817.677676,723.417229,42.874394,1.489899,2089.025624,376367048,0,376367048
"Fftw","Inplace","Complex","float",2,"oddshape",6859,6859,0,10,72,"Success",0.007456,179.104161,178.991171,151.109582,862.709982,651.469364,49.012909,1.340463,2073.747663,376367048,0,376367048
"Fftw","Inplace","Complex","float",2,"oddshape",6859,6859,0,11,72,"Success",0.009644,178.068118,178.898716,152.269116,869.006512,728.37894,43.952524,1.623617,2152.208533,376367048,0,376367048
"Fftw","Inplace","Complex","float",2,"powerof2",2,2,0,0,0,"Warmup",0.00018,0.139356,0.114798,0.000193,0.040854,0.040435,0.000272,0.01171,0.348973,32,0,32
"Fftw","Inplace","Complex","float",2,"powerof2",2,2,0,1,0,"Warmup",0.00018,0.125996,0.114604,0.000162,0.050727,0.042561,0.000278,0.011207,0.346863,32,0,32
"Fftw","Inplace","Complex","float",2,"powerof2",2,2,0,2,0,"Success",0.00018,0.125226,0.118077,0.000157,0.039797,0.040024,0.00028,0.010425,0.335555,32,0,32
"Fftw","Inplace","Complex","float",2,"powerof2",2,2,0,3,0,"Success",0.000193,0.125016,0.114428,0.00017,0.041329,0.042543,0.00039,0.0109,0.336287,32,0,32
"Fftw","Inplace","Complex","float",2,"powerof2",2,2,0,4,0,"Success",0.00019,0.124543,0.116226,0.00016,0.037774,0.040662,0.000278,0.012415,0.333808,32,0,32
"Fftw","Inplace","Complex","float",2,"powerof2",2,2,0,5,0,"Success",0.000177,0.126111,0.124511,0.000142,0.039379,0.040842,0.000304,0.011754,0.344615,32,0,32
"Fftw","Inplace","Complex","float",2,"powerof2",2,2,0,6,0,"Success",0.000182,0.124988,0.117659,0.00014,0.039627,0.042089,0.00027,0.010222,0.336359,32,0,32
"Fftw","Inplace","Complex","float",2,"powerof2",2,2,0,7,0,"Success",0.000182,0.125044,0.118473,0.00023,0.038694,0.040339,0.000325,0.012096,0.336542,32,0,32
"Fftw","Inplace","Complex","float",2,"powerof2",2,2,0,8,0,"Success",0.00018,0.125516,0.115089,0.000217,0.038602,0.040452,0.000322,0.01158,0.333078,32,0,32
"Fftw","Inplace","Complex","float",2,"powerof2",2,2,0,9,0,"Success",0.00018,0.134798,0.114104,0.000125,0.039652,0.041317,0.000294,0.010207,0.343253,32,0,32
"Fftw","Inplace","Complex","float",2,"powerof2",2,2,0,10,0,"Success",0.00018,0.124673,0.117911,0.00021,0.046747,0.039927,0.00033,0.012654,0.343782,32,0,32
"Fftw","Inplace","Complex","float",2,"powerof2",2,2,0,11,0,"Success",0.000177,0.125909,0.115463,0.000145,0.038544,0.045046,0.000313,0.010605,0.338143,32,0,32
"Fftw","Inplace","Complex","float",2,"powerof2",2,4,0,0,1,"Warmup",0.000215,0.133596,0.116133,0.000218,0.035638,0.036448,0.000211,0.01252,0.336061,64,0,64
"Fftw","Inplace","Complex","float",2,"powerof2",2,4,0,1,1,"Warmup",0.000148,0.124093,0.113175,0.000142,0.042533,0.037796,0.000225,0.01024,0.329421,64,0,64
"Fftw","Inplace","Complex","float",2,"powerof2",2,4,0,2,1,"Success",0.000169,0.122884,0.113122,0.000209,0.034053,0.034795,0.000229,0.011673,0.317959,64,0,64
"Fftw","Inplace","Complex","float",2,"powerof2",2,4,0,3,1,"Success",0.000167,0.122282,0.112626,0.00022,0.035856,0.03577,0.000323,0.011065,0.319167,64,0,64
"Fftw","Inplace","Complex","float",2,"powerof2",2,4,0,4,1,"Success",0.000158,0.131673,0.113351,0.0002,0.03372,0.036561,0.001897,0.010292,0.328719,64,0,64
"Fftw","Inplace","Complex","float",2,"powerof2",2,4,0,5,1,"Success",0.000149,0.121071,0.111431,0.000173,0.034552,0.034606,0.000584,0.011506,0.315437,64,0,64
"Fftw","Inplace","Complex","float",2,"powerof2",2,4,0,6,1,"Success",0.000171,0.121813,0.111477,0.000194,0.035747,0.035378,0.000254,0.009818,0.315814,64,0,64
"Fftw","Inplace","Complex","float",2,"powerof2",2,4,0,7,1,"Success",0.000159,0.13176,0.112504,0.000127,0.034032,0.034972,0.001651,0.009325,0.325616,64,0,64
"Fftw","Inplace","Complex","float",2,"powerof2",2,4,0,8,1,"Success",0.00016,0.121345,0.11186,0.000224,0.033494,0.035581,0.000657,0.010507,0.314852,64,0,64
"Fftw","Inplace","Complex","float",2,"powerof2",2,4,0,9,1,"Success",0.000147,0.121088,0.112422,0.000196,0.034633,0.036639,0.00022,0.011127,0.317456,64,0,64
"Fftw","Inplace","Complex","float",2,"powerof2",2,4,0,10,1,"Success",0.000161,0.122637,0.11286,0.000209,0.034114,0.033825,0.002575,0.00993,0.317597,64,0,64
"Fftw","Inplace","Complex","float",2,"powerof2",2,4,0,11,1,"Success",0.000152,0.12067,0.111195,0.000158,0.040522,0.035534,0.0002,0.009934,0.319879,64,0,64
"Fftw","Inplace","Complex","float",2,"powerof2",4,4,0,0,2,"Warmup",0.000249,0.131649,0.119939,0.000154,0.033158,0.03484,0.000273,0.010705,0.332263,128,0,128
"Fftw","Inplace","Complex","float",2,"powerof2",4,4,0,1,2,"Warmup",0.000146,0.12781,0.12684,0.000138,0.032662,0.03538,0.001786,0.00907,0.334736,128,0,128
"Fftw","Inplace","Complex","float",2,"powerof2",4,4,0,2,2,"Success",0.000134,0.12742,0.118108,0.000126,0.034992,0.034945,0.000269,0.009687,0.326564,128,0,128
"Fftw","Inplace","Complex","float",2,"powerof2",4,4,0,3,2,"Success",0.00014,0.127078,0.116913,0.000178,0.033088,0.034674,0.000327,0.008504,0.321921,128,0,128
"Fftw","Inplace","Complex","float",2,"powerof2",4,4,0,4,2,"Success",0.000134,0.125017,0.124542,0.000124,0.033522,0.034774,0.000291,0.009307,0.328514,128,0,128
"Fftw","Inplace","Complex","float",2,"powerof2",4,4,0,5,2,"Success",0.000164,0.126755,0.116804,0.0001,0.03533,0.035785,0.00033,0.011169,0.327216,128,0,128
"Fftw","Inplace","Complex","float",2,"powerof2",4,4,0,6,2,"Success",0.000152,0.127671,0.117287,0.000142,0.033432,0.03382,0.000905,0.009211,0.324496,128,0,128
"Fftw","Inplace","Complex","float",2,"powerof2",4,4,0,7,2,"Success",0.000158,0.12674,0.123538,0.000143,0.03455,0.035861,0.000273,0.010022,0.332125,128,0,128
"Fftw","Inplace","Complex","float",2,"powerof2",4,4,0,8,2,"Success",0.000154,0.125802,0.115911,9.6e-05,0.033261,0.035631,0.000283,0.009222,0.321349,128,0,128
"Fftw","Inplace","Complex","float",2,"powerof2",4,4,0,9,2,"Success",0.000139,0.126785,0.116951,0.000103,0.033303,0.03626,0.001798,0.009409,0.325802,128,0,128
"Fftw","Inplace","Complex","float",2,"powerof2",4,4,0,10,2,"Success",0.000162,0.125972,0.123942,0.000101,0.034389,0.034694,0.0003,0.007907,0.328372,128,0,128
"Fftw","Inplace","Complex","float",2,"powerof2",4,4,0,11,2,"Success",0.000151,0.126644,0.116933,9.5e-05,0.036291,0.033151,0.001302,0.011285,0.326864,128,0,128
"Fftw","Inplace","Complex","float",2,"powerof2",4,8,0,0,3,"Warmup",0.000244,0.159354,0.138515,0.000133,0.031998,0.030985,0.000614,0.009938,0.372458,256,0,256
"Fftw","Inplace","Complex","float",2,"powerof2",4,8,0,1,3,"Warmup",0.000218,0.146449,0.136376,8.2e-05,0.030528,0.041001,0.000385,0.010033,0.365736,256,0,256
"Fftw","Inplace","Complex","float",2,"powerof2",4,8,0,2,3,"Success",0.000178,0.144589,0.135449,0.00014,0.03172,0.031156,0.000562,0.009551,0.354059,256,0,256
"Fftw","Inplace","Complex","float",2,"powerof2",4,8,0,3,3,"Success",0.000173,0.145035,0.13564,8.9e-05,0.032014,0.032394,0.002145,0.007606,0.356619,256,0,256
"Fftw","Inplace","Complex","float",2,"powerof2",4,8,0,4,3,"Success",0.000151,0.144976,0.141118,0.000133,0.032252,0.031109,0.001845,0.008703,0.361019,256,0,256
"Fftw","Inplace","Complex","float",2,"powerof2",4,8,0,5,3,"Success",0.000142,0.143786,0.134453,0.000109,0.031129,0.031378,0.001038,0.009429,0.35221,256,0,256
"Fftw","Inplace","Complex","float",2,"powerof2",4,8,0,6,3,"Success",0.00016,0.143878,0.134994,0.000134,0.031092,0.030432,0.000382,0.007526,0.349348,256,0,256
"Fftw","Inplace","Complex","float",2,"powerof2",4,8,0,7,3,"Success",0.000144,0.143889,0.142465,0.000135,0.029584,0.032512,0.00038,0.007638,0.35739,256,0,256
"Fftw","Inplace","Complex","float",2,"powerof2",4,8,0,8,3,"Success",0.000171,0.143562,0.134147,0.000142,0.03068,0.031085,0.002303,0.009518,0.352197,256,0,256
"Fftw","Inplace","Complex","float",2,"powerof2",4,8,0,9,3,"Success",0.000153,0.1443,0.134595,0.000116,0.032478,0.030236,0.000349,0.008405,0.351365,256,0,256
"Fftw","Inplace","Complex","float",2,"powerof2",4,8,0,10,3,"Success",0.000178,0.14302,0.142629,0.000122,0.036024,0.030576,0.000356,0.008954,0.362744,256,0,256
"Fftw","Inplace","Complex","float",2,"powerof2",4,8,0,11,3,"Success",0.000178,0.144072,0.135209,0.000119,0.030543,0.030763,0.000462,0.008836,0.350926,256,0,256
"Fftw","Inplace","Complex","float",2,"powerof2",8,8,0,0,4,"Warmup",0.000203,0.183432,0.161797,0.000142,0.031627,0.032014,0.000707,0.016232,0.426745,512,0,512
"Fftw","Inplace","Complex","float",2,"powerof2",8,8,0,1,4,"Warmup",0.000148,0.169742,0.169888,0.00014,0.032705,0.033974,0.001947,0.014685,0.424027,512,0,512
"Fftw","Inplace","Complex","float",2,"powerof2",8,8,0,2,4,"Success",0.000147,0.168987,0.159501,0.000131,0.034612,0.035494,0.000493,0.014304,0.41439,512,0,512
"Fftw","Inplace","Complex","float",2,"powerof2",8,8,0,3,4,"Success",0.000136,0.168507,0.158902,0.000132,0.034265,0.035767,0.000371,0.015065,0.414076,512,0,512
"Fftw","Inplace","Complex","float",2,"powerof2",8,8,0,4,4,"Success",0.000152,0.175088,0.158931,9.6e-05,0.032677,0.034225,0.001342,0.013961,0.417083,512,0,512
"Fftw","Inplace","Complex","float",2,"powerof2",8,8,0,5,4,"Success",0.000156,0.168063,0.163562,0.000148,0.033638,0.033761,0.000458,0.015891,0.41628,512,0,512
"Fftw","Inplace","Complex","float",2,"powerof2",8,8,0,6,4,"Success",0.000131,0.167565,0.158234,0.00012,0.034622,0.034914,0.000602,0.014839,0.412924,512,0,512
"Fftw","Inplace","Complex","float",2,"powerof2",8,8,0,7,4,"Success",0.000145,0.167323,0.157974,0.000103,0.032187,0.031829,0.002416,0.014605,0.407307,512,0,512
"Fftw","Inplace","Complex","float",2,"powerof2",8,8,0,8,4,"Success",0.000147,0.175988,0.158889,0.000137,0.033579,0.035065,0.000671,0.013901,0.419242,512,0,512
"Fftw","Inplace","Complex","float",2,"powerof2",8,8,0,9,4,"Success",0.000154,0.16725,0.157694,0.000144,0.033058,0.043067,0.001296,0.014603,0.417809,512,0,512
"Fftw","Inplace","Complex","float",2,"powerof2",8,8,0,10,4,"Success",0.000149,0.167716,0.157923,0.000138,0.034198,0.033665,0.002371,0.014,0.411495,512,0,512
"Fftw","Inplace","Complex","float",2,"powerof2",8,8,0,11,4,"Success",0.000147,0.167905,0.15823,0.000151,0.032707,0.033854,0.000504,0.01392,0.408216,512,0,512
"Fftw","Inplace","Complex","float",2,"powerof2",8,16,0,0,5,"Warmup",0.000335,0.216306,0.205466,0.000162,0.031607,0.116962,0.001764,0.019194,0.592559,1024,0,1024
"Fftw","Inplace","Complex","float",2,"powerof2",8,16,0,1,5,"Warmup",0.000249,0.213194,0.20215,0.000262,0.030554,0.033251,0.001919,0.018839,0.501166,1024,0,1024
"Fftw","Inplace","Complex","float",2,"powerof2",8,16,0,2,5,"Success",0.000262,0.227919,0.202268,0.000171,0.031203,0.032248,0.000484,0.019657,0.515079,1024,0,1024
"Fftw","Inplace","Complex","float",2,"powerof2",8,16,0,3,5,"Success",0.000252,0.215406,0.202517,0.000184,0.032265,0.033562,0.001518,0.02122,0.507615,1024,0,1024
"Fftw","Inplace","Complex","float",2,"powerof2",8,16,0,4,5,"Success",0.00024,0.209967,0.208126,0.000149,0.032307,0.031483,0.001029,0.0195,0.503476,1024,0,1024
"Fftw","Inplace","Complex","float",2,"powerof2",8,16,0,5,5,"Success",0.000247,0.209477,0.200512,0.000151,0.032349,0.031367,0.001406,0.018787,0.495137,1024,0,1024
"Fftw","Inplace","Complex","float",2,"powerof2",8,16,0,6,5,"Success",0.000266,0.210321,0.201027,0.000197,0.032776,0.033907,0.000565,0.019511,0.499229,1024,0,1024
"Fftw","Inplace","Complex","float",2,"powerof2",8,16,0,7,5,"Success",0.000271,0.208775,0.200134,0.000244,0.033674,0.034579,0.002042,0.019721,0.500602,1024,0,1024
"Fftw","Inplace","Complex","float",2,"powerof2",8,16,0,8,5,"Success",0.000256,0.217773,0.200622,0.000167,0.032212,0.032881,0.003018,0.019491,0.50714,1024,0,1024
"Fftw","Inplace","Complex","float",2,"powerof2",8,16,0,9,5,"Success",0.000267,0.209019,0.208569,0.000129,0.033967,0.034131,0.002207,0.018709,0.507713,1024,0,1024
"Fftw","Inplace","Complex","float",2,"powerof2",8,16,0,10,5,"Success",0.000232,0.209065,0.19954,0.000158,0.044492,0.032425,0.001064,0.019407,0.507022,1024,0,1024
"Fftw","Inplace","Complex","float",2,"powerof2",8,16,0,11,5,"Success",0.000269,0.209074,0.199814,0.000183,0.03225,0.032607,0.002814,0.018845,0.496454,1024,0,1024
"Fftw","Inplace","Complex","float",2,"powerof2",16,16,0,0,6,"Warmup",0.000371,0.260157,0.254291,0.000485,0.036377,0.040072,0.002693,0.026396,0.621511,2048,0,2048
"Fftw","Inplace","Complex","float",2,"powerof2",16,16,0,1,6,"Warmup",0.000307,0.258059,0.245882,0.000464,0.03498,0.037734,0.000905,0.026353,0.605466,2048,0,2048
"Fftw","Inplace","Complex","float",2,"powerof2",16,16,0,2,6,"Success",0.000279,0.255033,0.245449,0.000262,0.03606,0.039365,0.002813,0.026183,0.606054,2048,0,2048
"Fftw","Inplace","Complex","float",2,"powerof2",16,16,0,3,6,"Success",0.000285,0.256559,0.245857,0.000451,0.035086,0.034472,0.000918,0.025996,0.600343,2048,0,2048
"Fftw","Inplace","Complex","float",2,"powerof2",16,16,0,4,6,"Success",0.000313,0.254815,0.245553,0.00042,0.03707,0.038766,0.002927,0.025204,0.605741,2048,0,2048
"Fftw","Inplace","Complex","float",2,"powerof2",16,16,0,5,6,"Success",0.000283,0.257173,0.245201,0.000429,0.03438,0.038651,0.001144,0.027583,0.60601,2048,0,2048
"Fftw","Inplace","Complex","float",2,"powerof2",16,16,0,6,6,"Success",0.000269,0.260847,0.2461,0.000287,0.034968,0.038767,0.002258,0.026749,0.611062,2048,0,2048
"Fftw","Inplace","Complex","float",2,"powerof2",16,16,0,7,6,"Success",0.000295,0.262904,0.246179,0.000462,0.034841,0.035923,0.00297,0.026774,0.611842,2048,0,2048
"Fftw","Inplace","Complex","float",2,"powerof2",16,16,0,8,6,"Success",0.000282,0.26157,0.246587,0.000376,0.036089,0.039635,0.001294,0.026214,0.613172,2048,0,2048
"Fftw","Inplace","Complex","float",2,"powerof2",16,16,0,9,6,"Success",0.000251,0.263324,0.247404,0.000407,0.033638,0.035898,0.001228,0.028063,0.610869,2048,0,2048
"Fftw","Inplace","Complex","float",2,"powerof2",16,16,0,10,6,"Success",0.000311,0.255129,0.25259,0.000267,0.036255,0.037972,0.002287,0.025341,0.610854,2048,0,2048
"Fftw","Inplace","Complex","float",2,"powerof2",16,16,0,11,6,"Success",0.000349,0.257168,0.25114,0.000454,0.033676,0.037466,0.001377,0.028796,0.61105,2048,0,2048
"Fftw","Inplace","Complex","float",2,"powerof2",16,32,0,0,7,"Warmup",0.000377,0.677735,0.6559,0.000662,0.033985,0.036849,0.001393,0.043703,1.45141,4096,0,4096
