; "SupportedThreads",40,"UsedThreads",40,"TotalMemory",540486615040,"PlanRigor","measure","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1496259892,"CurrentTimeLocal","Wed May 31 21:44:52 2017","Hostname","r02n13"
; "Time_ContextCreate [ms]", 0.00035
; "Time_ContextDestroy [ms]", 3.9e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]"
"Fftw","Outplace","Real","float",1,"powerof2",32768,0,0,7,13,"Success",0.000447,1410.336685,2129.259696,0.020171,0.09457,0.089571,0.02126,0.193839,3540.016924,262152,0,131072
"Fftw","Outplace","Real","float",1,"powerof2",32768,0,0,8,13,"Success",0.000444,1423.062711,2120.177631,0.015405,0.112167,0.08597,0.02117,0.182683,3543.658868,262152,0,131072
"Fftw","Outplace","Real","float",1,"powerof2",32768,0,0,9,13,"Success",0.000433,1427.03274,2123.827481,0.023631,0.096805,0.08781,0.021862,0.182931,3551.274409,262152,0,131072
"Fftw","Outplace","Real","float",1,"powerof2",32768,0,0,10,13,"Success",0.000552,1434.71998,2155.896366,0.012206,0.096188,0.088434,0.02264,0.205242,3591.042308,262152,0,131072
"Fftw","Outplace","Real","float",1,"powerof2",32768,0,0,11,13,"Success",0.000498,1433.694164,2162.129124,0.019614,0.09721,0.086385,0.021502,0.181883,3596.231139,262152,0,131072
"Fftw","Outplace","Real","float",1,"powerof2",65536,0,0,0,14,"Warmup",0.00063,1963.706842,3132.282198,0.047807,0.144557,0.130687,0.040264,0.306115,5096.659823,524296,0,262144
"Fftw","Outplace","Real","float",1,"powerof2",65536,0,0,1,14,"Warmup",0.000444,1959.558404,3092.792742,0.033043,0.147596,0.133192,0.040848,0.188867,5052.8958,524296,0,262144
"Fftw","Outplace","Real","float",1,"powerof2",65536,0,0,2,14,"Success",0.005889,1950.110155,3146.000657,0.033703,0.150491,0.131421,0.040257,0.260395,5096.733669,524296,0,262144
"Fftw","Outplace","Real","float",1,"powerof2",65536,0,0,3,14,"Success",0.006637,1978.890512,3145.913014,0.053539,0.14618,0.132467,0.046375,0.195071,5125.38442,524296,0,262144
"Fftw","Outplace","Real","float",1,"powerof2",65536,0,0,4,14,"Success",0.000675,1959.918457,3217.452863,0.049602,0.147001,0.131508,0.041584,0.285565,5178.027954,524296,0,262144
"Fftw","Outplace","Real","float",1,"powerof2",65536,0,0,5,14,"Success",0.000477,1969.626834,3161.61319,0.053132,0.146115,0.135446,0.046641,0.277431,5131.900184,524296,0,262144
"Fftw","Outplace","Real","float",1,"powerof2",65536,0,0,6,14,"Success",0.000411,1940.521904,3131.140273,0.035855,0.146224,0.132961,0.0443,0.261052,5072.283755,524296,0,262144
"Fftw","Outplace","Real","float",1,"powerof2",65536,0,0,7,14,"Success",0.006199,1947.613669,3133.155919,0.049356,0.147888,0.129281,0.04006,0.197766,5081.340881,524296,0,262144
"Fftw","Outplace","Real","float",1,"powerof2",65536,0,0,8,14,"Success",0.000575,1958.536306,3152.19066,0.03822,0.143124,0.129723,0.045019,0.276314,5111.360625,524296,0,262144
"Fftw","Outplace","Real","float",1,"powerof2",65536,0,0,9,14,"Success",0.000478,1937.75868,3159.872655,0.030758,0.140094,0.132098,0.042031,0.176016,5098.153509,524296,0,262144
"Fftw","Outplace","Real","float",1,"powerof2",65536,0,0,10,14,"Success",0.005609,1954.184686,3136.005041,0.093855,0.149754,0.13271,0.039744,0.203163,5090.815568,524296,0,262144
"Fftw","Outplace","Real","float",1,"powerof2",65536,0,0,11,14,"Success",0.00551,1959.536365,3131.853409,0.049109,0.158976,0.131699,0.041663,0.275097,5092.052571,524296,0,262144
"Fftw","Outplace","Real","float",1,"powerof2",131072,0,0,0,15,"Warmup",0.006135,2941.107554,4636.932164,0.097778,0.239653,0.195377,0.078785,0.337145,7578.995257,1048584,0,524288
"Fftw","Outplace","Real","float",1,"powerof2",131072,0,0,1,15,"Warmup",0.000782,2996.424686,4646.290673,0.176158,0.240079,0.195752,0.078463,0.326822,7643.734105,1048584,0,524288
"Fftw","Outplace","Real","float",1,"powerof2",131072,0,0,2,15,"Success",0.000456,2970.5284,4662.064648,0.09459,0.23798,0.197162,0.078715,0.350831,7633.553457,1048584,0,524288
"Fftw","Outplace","Real","float",1,"powerof2",131072,0,0,3,15,"Success",0.000558,3022.567847,4752.913558,0.104094,0.242145,0.199196,0.096064,0.22502,7776.349096,1048584,0,524288
"Fftw","Outplace","Real","float",1,"powerof2",131072,0,0,4,15,"Success",0.005337,2973.86668,4719.325702,0.079534,0.244362,0.204675,0.096535,0.373454,7694.197025,1048584,0,524288
"Fftw","Outplace","Real","float",1,"powerof2",131072,0,0,5,15,"Success",0.000426,3001.839797,4730.419864,0.102215,0.242024,0.204783,0.081818,0.328812,7733.220467,1048584,0,524288
"Fftw","Outplace","Real","float",1,"powerof2",131072,0,0,6,15,"Success",0.000523,3018.817933,4838.969879,0.07201,0.242332,0.205115,0.093222,0.23073,7858.632422,1048584,0,524288
"Fftw","Outplace","Real","float",1,"powerof2",131072,0,0,7,15,"Success",0.005193,2996.683699,5122.989583,0.095046,0.245763,0.214559,0.08087,0.337141,8120.652486,1048584,0,524288
"Fftw","Outplace","Real","float",1,"powerof2",131072,0,0,8,15,"Success",0.000501,3016.662393,4692.223663,0.19064,0.342687,0.204678,0.079512,0.363792,7710.068555,1048584,0,524288
"Fftw","Outplace","Real","float",1,"powerof2",131072,0,0,9,15,"Success",0.000448,2990.069543,4700.150456,0.095235,0.242512,0.204325,0.080857,0.201461,7691.045531,1048584,0,524288
"Fftw","Outplace","Real","float",1,"powerof2",131072,0,0,10,15,"Success",0.005328,2929.342634,4668.291681,0.063558,0.242199,0.209367,0.080195,0.20712,7598.442783,1048584,0,524288
"Fftw","Outplace","Real","float",1,"powerof2",131072,0,0,11,15,"Success",0.004991,2948.203568,4673.823397,0.060612,0.240101,0.203551,0.079352,0.339353,7622.95565,1048584,0,524288
"Fftw","Outplace","Real","float",1,"powerof2",262144,0,0,0,16,"Warmup",0.005421,4457.04722,7081.011409,0.191238,0.432699,0.376467,0.182663,0.614646,11539.862585,2097160,0,1048576
"Fftw","Outplace","Real","float",1,"powerof2",262144,0,0,1,16,"Warmup",0.006382,4297.60241,6473.111336,0.361548,0.443649,0.370967,0.171132,0.24514,10772.313247,2097160,0,1048576
"Fftw","Outplace","Real","float",1,"powerof2",262144,0,0,2,16,"Success",0.005244,4126.448578,6453.614268,0.134736,0.450234,0.395971,0.172518,0.262621,10581.484886,2097160,0,1048576
"Fftw","Outplace","Real","float",1,"powerof2",262144,0,0,3,16,"Success",0.005283,4167.635905,6425.129812,0.136276,0.438022,0.377971,0.170256,0.615524,10594.509795,2097160,0,1048576
"Fftw","Outplace","Real","float",1,"powerof2",262144,0,0,4,16,"Success",0.005773,4190.000566,6452.820948,0.132486,0.443269,0.37871,0.173629,0.278596,10644.234597,2097160,0,1048576
"Fftw","Outplace","Real","float",1,"powerof2",262144,0,0,5,16,"Success",0.005379,4106.033186,6452.92564,0.135722,0.441061,0.382986,0.17193,0.248328,10560.344954,2097160,0,1048576
"Fftw","Outplace","Real","float",1,"powerof2",262144,0,0,6,16,"Success",0.005429,4168.109601,6467.082085,0.195996,0.777879,0.373128,0.169711,0.641958,10637.356562,2097160,0,1048576
"Fftw","Outplace","Real","float",1,"powerof2",262144,0,0,7,16,"Success",0.00508,4185.928193,6424.853532,0.133284,0.44672,0.386718,0.168952,0.289599,10612.212841,2097160,0,1048576
"Fftw","Outplace","Real","float",1,"powerof2",262144,0,0,8,16,"Success",0.005598,4176.366235,6451.028623,0.133786,0.44279,0.376523,0.17071,0.644704,10629.169702,2097160,0,1048576
"Fftw","Outplace","Real","float",1,"powerof2",262144,0,0,9,16,"Success",0.005597,4159.420048,6482.598252,0.149948,0.445854,0.384789,0.175569,0.267114,10643.447923,2097160,0,1048576
"Fftw","Outplace","Real","float",1,"powerof2",262144,0,0,10,16,"Success",0.005829,4209.491247,6462.9735,0.142234,0.444294,0.366068,0.171318,0.633604,10674.228797,2097160,0,1048576
"Fftw","Outplace","Real","float",1,"powerof2",262144,0,0,11,16,"Success",0.005648,4295.182635,6628.48779,0.154003,0.452869,0.391483,0.188225,0.687287,10925.550887,2097160,0,1048576
"Fftw","Outplace","Real","float",1,"powerof2",524288,0,0,0,17,"Warmup",0.003968,7644.41614,11297.590051,2.285568,1.233603,0.83268,0.504908,1.120633,18947.988311,4194312,0,2097152
"Fftw","Outplace","Real","float",1,"powerof2",524288,0,0,1,17,"Warmup",0.005889,7631.430534,10902.065446,0.326759,1.053956,0.796195,0.369492,1.020916,18537.069954,4194312,0,2097152
"Fftw","Outplace","Real","float",1,"powerof2",524288,0,0,2,17,"Success",0.00582,7575.434672,10811.631675,0.251875,1.021588,0.834963,0.376492,0.823558,18390.381355,4194312,0,2097152
"Fftw","Outplace","Real","float",1,"powerof2",524288,0,0,3,17,"Success",0.005194,7207.136077,10736.048541,0.481499,0.972383,0.785452,0.347238,1.073169,17946.850243,4194312,0,2097152
"Fftw","Outplace","Real","float",1,"powerof2",524288,0,0,4,17,"Success",0.005114,7062.880566,10703.70057,0.326763,1.063611,0.790029,0.365191,1.00956,17770.142045,4194312,0,2097152
"Fftw","Outplace","Real","float",1,"powerof2",524288,0,0,5,17,"Success",0.005319,7596.283857,12034.358424,0.335974,1.143318,0.782334,0.366627,0.992276,19634.268855,4194312,0,2097152
"Fftw","Outplace","Real","float",1,"powerof2",524288,0,0,6,17,"Success",0.005436,8018.435128,11853.43417,0.492815,3.87698,0.760734,0.366359,1.069674,19878.442387,4194312,0,2097152
"Fftw","Outplace","Real","float",1,"powerof2",524288,0,0,7,17,"Success",0.005348,7618.554519,11980.779425,0.33756,1.068626,0.773842,0.356011,1.032928,19602.908928,4194312,0,2097152
"Fftw","Outplace","Real","float",1,"powerof2",524288,0,0,8,17,"Success",0.005167,7446.095705,11297.606898,0.299331,1.148126,0.805483,0.329753,1.139914,18747.431116,4194312,0,2097152
"Fftw","Outplace","Real","float",1,"powerof2",524288,0,0,9,17,"Success",0.006236,7407.564752,11347.651859,0.485406,3.676157,0.761192,0.352574,1.099076,18761.597929,4194312,0,2097152
"Fftw","Outplace","Real","float",1,"powerof2",524288,0,0,10,17,"Success",0.005297,7128.285009,10815.241401,0.311628,1.022087,0.795724,0.33902,0.96075,17946.961564,4194312,0,2097152
"Fftw","Outplace","Real","float",1,"powerof2",524288,0,0,11,17,"Success",0.005342,7247.31887,10738.522093,0.277078,1.142122,0.827293,0.325646,0.952352,17989.371472,4194312,0,2097152
"Fftw","Outplace","Real","float",1,"powerof2",1048576,0,0,0,18,"Warmup",0.005346,14283.063783,17601.466792,0.633592,2.068058,1.78422,0.679196,0.414799,31890.116944,8388616,0,4194304
"Fftw","Outplace","Real","float",1,"powerof2",1048576,0,0,1,18,"Warmup",0.000404,14719.221964,18933.733088,0.683196,1.917332,1.732353,0.648334,0.438461,33658.375859,8388616,0,4194304
"Fftw","Outplace","Real","float",1,"powerof2",1048576,0,0,2,18,"Success",0.000558,14719.031806,18540.989539,0.651117,2.470122,1.661496,0.646237,0.418591,33265.870143,8388616,0,4194304
"Fftw","Outplace","Real","float",1,"powerof2",1048576,0,0,3,18,"Success",0.000365,14412.320031,18355.84771,0.596172,1.845539,1.68753,0.63719,0.418564,32773.353864,8388616,0,4194304
"Fftw","Outplace","Real","float",1,"powerof2",1048576,0,0,4,18,"Success",0.000333,13474.244886,17213.062673,0.69796,1.906052,1.652901,0.65012,1.374038,30693.589581,8388616,0,4194304
"Fftw","Outplace","Real","float",1,"powerof2",1048576,0,0,5,18,"Success",0.005422,13608.051589,17388.028909,0.794699,2.261456,1.633431,0.617535,0.434066,31001.82792,8388616,0,4194304
"Fftw","Outplace","Real","float",1,"powerof2",1048576,0,0,6,18,"Success",0.00036,13685.176057,18282.124519,0.807044,2.591845,1.57437,0.626508,0.427678,31973.32936,8388616,0,4194304
"Fftw","Outplace","Real","float",1,"powerof2",1048576,0,0,7,18,"Success",0.00034,13644.277092,17785.705453,0.644681,2.015152,1.807373,0.659383,0.446771,31435.557021,8388616,0,4194304
"Fftw","Outplace","Real","float",1,"powerof2",1048576,0,0,8,18,"Success",0.000389,13965.625412,17654.471594,0.81454,2.029213,1.742177,0.650384,0.447956,31625.782392,8388616,0,4194304
"Fftw","Outplace","Real","float",1,"powerof2",1048576,0,0,9,18,"Success",0.000421,13897.005408,17678.788294,0.588872,1.947214,1.663811,0.627261,0.391218,31581.013297,8388616,0,4194304
"Fftw","Outplace","Real","float",1,"powerof2",1048576,0,0,10,18,"Success",0.000351,14400.241758,17869.852822,0.757425,2.006216,1.725713,0.634368,0.414691,32275.634146,8388616,0,4194304
"Fftw","Outplace","Real","float",1,"powerof2",1048576,0,0,11,18,"Success",0.000407,13619.428381,17475.420979,0.59207,1.943848,1.712858,0.630782,1.580847,31101.311056,8388616,0,4194304
"Fftw","Outplace","Real","float",1,"powerof2",2097152,0,0,0,19,"Warmup",0.00498,23600.855083,29007.007911,1.570517,4.731063,3.254433,1.373656,0.393961,52619.192687,16777224,0,8388608
"Fftw","Outplace","Real","float",1,"powerof2",2097152,0,0,1,19,"Warmup",0.000463,23443.118735,28615.698921,1.058221,4.299833,3.451887,1.234155,0.321022,52069.184865,16777224,0,8388608
"Fftw","Outplace","Real","float",1,"powerof2",2097152,0,0,2,19,"Success",0.000445,23988.18876,28714.942333,1.499789,6.63925,3.52985,1.352631,0.409805,52716.564248,16777224,0,8388608
"Fftw","Outplace","Real","float",1,"powerof2",2097152,0,0,3,19,"Success",0.000362,22725.953764,27791.699876,1.61466,4.525317,3.287878,1.370059,0.36862,50528.822137,16777224,0,8388608
"Fftw","Outplace","Real","float",1,"powerof2",2097152,0,0,4,19,"Success",0.000348,23207.278824,28487.112245,1.544276,4.984151,3.682058,1.42966,0.347674,51706.380378,16777224,0,8388608
"Fftw","Outplace","Real","float",1,"powerof2",2097152,0,0,5,19,"Success",0.0004,24316.025157,30442.312614,1.858288,7.474908,4.158535,1.405464,0.532517,54773.769692,16777224,0,8388608
"Fftw","Outplace","Real","float",1,"powerof2",2097152,0,0,6,19,"Success",0.00064,24761.873549,28976.074868,1.428376,4.696636,3.236385,1.373866,0.37028,53749.055847,16777224,0,8388608
"Fftw","Outplace","Real","float",1,"powerof2",2097152,0,0,7,19,"Success",0.000317,23804.992076,29654.171957,1.271535,4.689074,3.517166,1.224032,0.368843,53470.236181,16777224,0,8388608
"Fftw","Outplace","Real","float",1,"powerof2",2097152,0,0,8,19,"Success",0.000326,25611.500676,30911.595539,1.480051,6.401103,3.465699,1.324088,0.500065,56536.268816,16777224,0,8388608
"Fftw","Outplace","Real","float",1,"powerof2",2097152,0,0,9,19,"Success",0.000386,24515.263687,29547.401998,1.393925,4.477365,3.14722,1.371131,0.372197,54073.428876,16777224,0,8388608
"Fftw","Outplace","Real","float",1,"powerof2",2097152,0,0,10,19,"Success",0.00027,23913.73622,29499.575485,1.512381,4.604354,3.338379,1.434516,0.381667,53424.584406,16777224,0,8388608
"Fftw","Outplace","Real","float",1,"powerof2",2097152,0,0,11,19,"Success",0.000325,24656.570774,29912.432767,1.604314,4.385555,3.530253,1.312902,0.331387,54580.169391,16777224,0,8388608
"Fftw","Outplace","Real","float",1,"powerof2",4194304,0,0,0,20,"Warmup",0.009742,39901.646106,56893.840229,2.788713,9.299297,5.934005,2.61025,1.007678,96817.137539,33554440,0,16777216
"Fftw","Outplace","Real","float",1,"powerof2",4194304,0,0,1,20,"Warmup",0.006877,41164.721952,49458.139178,2.646267,13.190349,6.712009,2.569093,1.684509,90649.672192,33554440,0,16777216
"Fftw","Outplace","Real","float",1,"powerof2",4194304,0,0,2,20,"Success",0.00747,41391.907473,48991.275279,3.223139,8.932996,6.689688,2.453788,1.26067,90405.751843,33554440,0,16777216
"Fftw","Outplace","Real","float",1,"powerof2",4194304,0,0,3,20,"Success",0.007162,40756.641964,47548.525871,2.604835,10.023335,6.679337,2.644305,1.25544,88328.383584,33554440,0,16777216
"Fftw","Outplace","Real","float",1,"powerof2",4194304,0,0,4,20,"Success",0.007385,37955.099358,47883.295357,2.475016,10.624293,6.929703,2.529025,1.492339,85862.454031,33554440,0,16777216
"Fftw","Outplace","Real","float",1,"powerof2",4194304,0,0,5,20,"Success",0.007175,38611.146579,47933.764418,2.578784,13.330967,6.831007,2.489858,1.66321,86571.813455,33554440,0,16777216
"Fftw","Outplace","Real","float",1,"powerof2",4194304,0,0,6,20,"Success",0.007355,39162.572954,50758.356567,2.601887,8.477909,6.105041,2.438357,1.40075,89941.962154,33554440,0,16777216
"Fftw","Outplace","Real","float",1,"powerof2",4194304,0,0,7,20,"Success",0.007255,38411.05552,47261.721666,3.319999,8.260522,5.942761,2.439675,1.45916,85694.207924,33554440,0,16777216
"Fftw","Outplace","Real","float",1,"powerof2",4194304,0,0,8,20,"Success",0.006962,40736.028625,49901.465888,5.419183,9.700405,5.968964,2.244718,1.185179,90662.021923,33554440,0,16777216
"Fftw","Outplace","Real","float",1,"powerof2",4194304,0,0,9,20,"Success",0.008684,40533.700872,50919.473915,2.988816,9.05131,15.655224,2.776689,1.204963,91484.861676,33554440,0,16777216
"Fftw","Outplace","Real","float",1,"powerof2",4194304,0,0,10,20,"Success",0.006585,42818.614346,47357.012853,2.72786,8.40569,5.95709,2.491884,1.496158,90196.713582,33554440,0,16777216
"Fftw","Outplace","Real","float",1,"powerof2",4194304,0,0,11,20,"Success",0.006188,41388.748624,50407.767953,2.598533,8.744913,6.444639,2.604649,1.251394,91818.16818,33554440,0,16777216
"Fftw","Outplace","Real","float",1,"powerof2",8388608,0,0,0,21,"Warmup",0.502866,99039.384609,97940.513609,4.338093,15.750883,12.116816,4.51377,0.470035,197017.59219,67108872,0,33554432
"Fftw","Outplace","Real","float",1,"powerof2",8388608,0,0,1,21,"Warmup",0.465352,85592.635524,92068.375857,6.625217,17.182469,12.242252,4.531164,0.432749,177702.49232,67108872,0,33554432
"Fftw","Outplace","Real","float",1,"powerof2",8388608,0,0,2,21,"Success",0.00089,80641.748811,91642.81564,11.801961,18.029352,12.317051,4.490174,1.902771,172333.10845,67108872,0,33554432
"Fftw","Outplace","Real","float",1,"powerof2",8388608,0,0,3,21,"Success",0.979931,90878.207838,103179.18262,5.173364,18.26525,13.895912,4.798376,0.504929,194101.00968,67108872,0,33554432
"Fftw","Outplace","Real","float",1,"powerof2",8388608,0,0,4,21,"Success",0.495597,82207.859066,93205.029672,5.028777,17.296877,11.938072,4.476443,0.433531,175452.55965,67108872,0,33554432
"Fftw","Outplace","Real","float",1,"powerof2",8388608,0,0,5,21,"Success",0.928203,84860.365348,88838.689153,5.02614,17.309459,12.961392,4.511268,0.461008,173740.25348,67108872,0,33554432
"Fftw","Outplace","Real","float",1,"powerof2",8388608,0,0,6,21,"Success",0.490351,83383.198846,89874.632559,4.464852,18.389085,12.756989,4.540664,0.443286,173298.91855,67108872,0,33554432
"Fftw","Outplace","Real","float",1,"powerof2",8388608,0,0,7,21,"Success",0.993341,83950.679857,95249.401096,6.716263,29.731074,21.034677,5.790417,0.624612,179264.97332,67108872,0,33554432
"Fftw","Outplace","Real","float",1,"powerof2",8388608,0,0,8,21,"Success",0.600472,83278.265618,93744.682769,4.748586,17.06202,12.838886,4.417262,2.035928,177064.65347,67108872,0,33554432
"Fftw","Outplace","Real","float",1,"powerof2",8388608,0,0,9,21,"Success",0.942493,81524.003874,95143.304366,4.248551,16.053852,12.635592,4.576139,1.812843,176707.5797,67108872,0,33554432
"Fftw","Outplace","Real","float",1,"powerof2",8388608,0,0,10,21,"Success",0.947891,80128.330165,92986.464437,5.705057,20.518427,19.04024,4.953418,0.547772,173166.50881,67108872,0,33554432
"Fftw","Outplace","Real","float",1,"powerof2",8388608,0,0,11,21,"Success",0.919579,86234.664795,91312.788422,6.392427,16.140136,13.657185,4.692247,0.473609,177589.73008,67108872,0,33554432
"Fftw","Outplace","Real","float",1,"radix357",9,0,0,0,22,"Warmup",0.000222,0.010676,0.008035,0.000112,0.000252,0.000126,0.000132,0.000556,0.020587,76,0,36
"Fftw","Outplace","Real","float",1,"radix357",9,0,0,1,22,"Warmup",0.000169,0.008906,0.007458,7.3e-05,0.000123,0.000116,6.5e-05,0.000466,0.017713,76,0,36
"Fftw","Outplace","Real","float",1,"radix357",9,0,0,2,22,"Success",0.000211,0.008711,0.007155,0.000102,0.000112,0.00012,4.2e-05,0.000477,0.01729,76,0,36
"Fftw","Outplace","Real","float",1,"radix357",9,0,0,3,22,"Success",0.000213,0.00836,0.007027,9.9e-05,0.000103,0.000109,4.9e-05,0.000455,0.01676,76,0,36
"Fftw","Outplace","Real","float",1,"radix357",9,0,0,4,22,"Success",0.000193,0.008624,0.006983,9.7e-05,0.000128,9.8e-05,6.4e-05,0.000442,0.016962,76,0,36
"Fftw","Outplace","Real","float",1,"radix357",9,0,0,5,22,"Success",0.000185,0.008433,0.007084,0.0001,0.000103,9.7e-05,3.9e-05,0.00044,0.016812,76,0,36
"Fftw","Outplace","Real","float",1,"radix357",9,0,0,6,22,"Success",0.000179,0.008526,0.006975,9.5e-05,0.000102,0.000105,3.6e-05,0.000452,0.016791,76,0,36
"Fftw","Outplace","Real","float",1,"radix357",9,0,0,7,22,"Success",0.000149,0.008619,0.00701,9.3e-05,0.000105,0.0001,4.9e-05,0.000436,0.016892,76,0,36
"Fftw","Outplace","Real","float",1,"radix357",9,0,0,8,22,"Success",0.000178,0.00861,0.007,9.4e-05,0.00012,9.7e-05,4.1e-05,0.00044,0.016918,76,0,36
"Fftw","Outplace","Real","float",1,"radix357",9,0,0,9,22,"Success",0.000149,0.008389,0.006964,9.8e-05,0.000106,0.000103,6.5e-05,0.000436,0.016633,76,0,36
"Fftw","Outplace","Real","float",1,"radix357",9,0,0,10,22,"Success",0.000132,0.006912,0.00564,8.6e-05,0.000117,9.1e-05,2.9e-05,0.000363,0.013631,76,0,36
"Fftw","Outplace","Real","float",1,"radix357",9,0,0,11,22,"Success",0.000124,0.006832,0.005325,8.1e-05,0.000113,9.9e-05,2.7e-05,0.000333,0.013181,76,0,36
"Fftw","Outplace","Real","float",1,"radix357",25,0,0,0,35,"Warmup",0.000225,0.013467,0.010211,0.000176,0.000489,0.000301,0.000122,0.000929,0.026472,204,0,100
"Fftw","Outplace","Real","float",1,"radix357",25,0,0,1,35,"Warmup",0.00022,0.011087,0.009253,0.00012,0.00037,0.000255,9.3e-05,0.000774,0.022658,204,0,100
"Fftw","Outplace","Real","float",1,"radix357",25,0,0,2,35,"Success",0.000202,0.010653,0.009256,0.000129,0.0004,0.000227,8.4e-05,0.000652,0.022004,204,0,100
"Fftw","Outplace","Real","float",1,"radix357",25,0,0,3,35,"Success",0.000162,0.010493,0.008981,0.000125,0.000367,0.00022,8.2e-05,0.000665,0.021501,204,0,100
"Fftw","Outplace","Real","float",1,"radix357",25,0,0,4,35,"Success",0.000204,0.010579,0.008998,0.000133,0.00038,0.000222,5.2e-05,0.000646,0.021624,204,0,100
"Fftw","Outplace","Real","float",1,"radix357",25,0,0,5,35,"Success",0.000193,0.010258,0.00896,0.000124,0.000373,0.000227,8.4e-05,0.000676,0.02129,204,0,100
"Fftw","Outplace","Real","float",1,"radix357",25,0,0,6,35,"Success",0.000213,0.010138,0.008871,0.000127,0.000337,0.000226,5.5e-05,0.000644,0.021012,204,0,100
"Fftw","Outplace","Real","float",1,"radix357",25,0,0,7,35,"Success",0.000207,0.010383,0.00887,0.000134,0.000371,0.000224,5.4e-05,0.000649,0.021294,204,0,100
"Fftw","Outplace","Real","float",1,"radix357",25,0,0,8,35,"Success",0.000164,0.010209,0.008831,0.000128,0.000364,0.00022,7.3e-05,0.00062,0.021004,204,0,100
"Fftw","Outplace","Real","float",1,"radix357",25,0,0,9,35,"Success",0.00017,0.010182,0.00886,0.000127,0.000362,0.000224,5.5e-05,0.00065,0.021022,204,0,100
"Fftw","Outplace","Real","float",1,"radix357",25,0,0,10,35,"Success",0.000161,0.010203,0.008909,0.000131,0.000361,0.000234,8.9e-05,0.000625,0.021117,204,0,100
"Fftw","Outplace","Real","float",1,"radix357",25,0,0,11,35,"Success",0.000195,0.010302,0.008791,0.000125,0.000331,0.00024,5.6e-05,0.000638,0.021076,204,0,100
"Fftw","Outplace","Real","float",1,"radix357",27,0,0,0,23,"Warmup",0.000211,7.729878,6.754915,0.00016,0.012826,0.013115,0.001092,0.006321,14.51918,220,0,108
"Fftw","Outplace","Real","float",1,"radix357",27,0,0,1,23,"Warmup",0.000173,7.835105,6.692152,0.000169,0.013766,0.013903,0.000229,0.003022,14.559496,220,0,108
"Fftw","Outplace","Real","float",1,"radix357",27,0,0,2,23,"Success",0.000178,7.661421,6.749125,0.000112,0.012937,0.011913,9.1e-05,0.004694,14.44091,220,0,108
"Fftw","Outplace","Real","float",1,"radix357",27,0,0,3,23,"Success",0.00019,7.859277,6.776169,0.000133,0.013936,0.013214,0.000222,0.004337,14.66796,220,0,108
"Fftw","Outplace","Real","float",1,"radix357",27,0,0,4,23,"Success",0.000155,7.814712,6.82581,0.000136,0.013203,0.012447,0.000109,0.016013,14.683062,220,0,108
"Fftw","Outplace","Real","float",1,"radix357",27,0,0,5,23,"Success",0.000164,7.817351,6.795968,0.000139,0.013598,0.013097,0.000729,0.003312,14.645375,220,0,108
"Fftw","Outplace","Real","float",1,"radix357",27,0,0,6,23,"Success",0.000196,7.934451,6.700615,0.000131,0.015397,0.013161,8.7e-05,0.003089,14.667567,220,0,108
"Fftw","Outplace","Real","float",1,"radix357",27,0,0,7,23,"Success",0.000164,7.946007,6.741354,0.000116,0.013128,0.01587,9.9e-05,0.008251,14.725559,220,0,108
"Fftw","Outplace","Real","float",1,"radix357",27,0,0,8,23,"Success",0.00018,7.734849,6.651062,0.000125,0.013036,0.015039,0.000221,0.005639,14.420702,220,0,108
"Fftw","Outplace","Real","float",1,"radix357",27,0,0,9,23,"Success",0.000156,7.72979,6.703855,0.000142,0.013311,0.013516,0.00085,0.008218,14.470279,220,0,108
"Fftw","Outplace","Real","float",1,"radix357",27,0,0,10,23,"Success",0.000183,7.78119,6.725131,0.000119,0.014415,0.012238,0.000553,0.004364,14.538616,220,0,108
"Fftw","Outplace","Real","float",1,"radix357",27,0,0,11,23,"Success",0.000165,7.78083,6.805407,0.000155,0.012671,0.013346,0.000904,0.00406,14.61797,220,0,108
"Fftw","Outplace","Real","float",1,"radix357",49,0,0,0,44,"Warmup",0.000196,5.610134,4.485118,0.00013,0.031336,0.024921,0.000262,0.014136,10.166977,396,0,196
"Fftw","Outplace","Real","float",1,"radix357",49,0,0,1,44,"Warmup",0.000251,5.6122,4.471904,0.000113,0.03168,0.02673,0.000746,0.015388,10.160859,396,0,196
"Fftw","Outplace","Real","float",1,"radix357",49,0,0,2,44,"Success",0.000214,5.630763,4.478283,0.000128,0.033278,0.028339,0.000136,0.01378,10.185879,396,0,196
"Fftw","Outplace","Real","float",1,"radix357",49,0,0,3,44,"Success",0.000171,5.589871,4.493168,0.000151,0.033185,0.027242,0.000839,0.015257,10.160555,396,0,196
"Fftw","Outplace","Real","float",1,"radix357",49,0,0,4,44,"Success",0.000207,5.642612,4.468809,0.00011,0.03406,0.027499,0.000167,0.014331,10.188447,396,0,196
