; "ClFFT Informations","Device","Tesla K20Xm","Hardware","OpenCL 1.2 CUDA","Software","352.39","OpenCL","OpenCL C 1.2 ","ComputeUnits","14"
; "Time_ContextCreate [ms]", 232.775
; "Time_ContextDestroy [ms]", 35.9859
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","Time_Device [ms]","Time_Allocation [ms]","Time_PlanInit [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]"
ClFFT,Inplace,Complex,double,3,3,243,243,343,4,218.006,0.002418,5.0863,107.855,0.885533,0.222816,109.041,0.418971,223.514,3.24061e+08,1.33358e+06
ClFFT,Inplace,Complex,double,3,3,625,729,343,0,1676.58,0.002533,6.27152,831.813,1.1276,0.523449,843.118,0.818652,1683.68,2.50047e+09,3.43e+06
ClFFT,Inplace,Complex,double,3,3,625,729,343,1,1675.61,0.002332,6.48446,830.582,1.18197,0.522456,843.323,0.832463,1682.93,2.50047e+09,3.43e+06
ClFFT,Inplace,Complex,double,3,3,625,729,343,2,1677.79,0.006629,6.47708,830.943,1.11673,0.523235,845.202,0.823063,1685.09,2.50047e+09,3.43e+06
ClFFT,Inplace,Complex,double,3,3,625,729,343,3,1686.44,0.002269,6.36272,838.829,1.10309,0.524599,845.984,0.824475,1693.63,2.50047e+09,3.43e+06
ClFFT,Inplace,Complex,double,3,3,625,729,343,4,1677.16,0.002369,6.28277,830.608,1.12041,0.522306,844.905,0.835139,1684.28,2.50047e+09,3.43e+06
ClFFT,Inplace,Real,double,2,1,512,512,0,0,9.92322,0.002096,6.34789,0.991848,0.732024,0.913962,0.780349,0.296454,16.5706,2.10534e+06,2.10534e+06
ClFFT,Inplace,Real,double,2,1,512,512,0,1,9.90631,0.002177,6.27939,1.00783,0.789575,0.902869,0.779516,0.300646,16.4895,2.10534e+06,2.10534e+06
ClFFT,Inplace,Real,double,2,1,512,512,0,2,10.1055,0.002221,6.29106,0.999117,0.933683,0.889343,0.782219,0.300635,16.7004,2.10534e+06,2.10534e+06
ClFFT,Inplace,Real,double,2,1,512,512,0,3,9.93484,0.002286,6.25516,0.997611,0.793868,0.874775,0.780846,0.294016,16.4873,2.10534e+06,2.10534e+06
ClFFT,Inplace,Real,double,2,1,512,512,0,4,10.0158,0.002209,6.23938,0.999182,0.790644,0.89837,0.784558,0.300009,16.5585,2.10534e+06,2.10534e+06
ClFFT,Inplace,Real,double,2,1,1024,1024,0,0,19.9064,0.002531,9.19393,3.0052,2.31855,2.50226,2.59142,0.310376,29.4141,8.40499e+06,8.40499e+06
ClFFT,Inplace,Real,double,2,1,1024,1024,0,1,19.8514,0.002192,9.23049,2.9777,2.31299,2.49601,2.58588,0.31566,29.4008,8.40499e+06,8.40499e+06
ClFFT,Inplace,Real,double,2,1,1024,1024,0,2,19.8699,0.002059,9.24393,2.99201,2.32338,2.49986,2.57827,0.312856,29.4299,8.40499e+06,8.40499e+06
ClFFT,Inplace,Real,double,2,1,1024,1024,0,3,19.835,0.002649,9.22605,2.96381,2.3255,2.48949,2.57438,0.315757,29.3805,8.40499e+06,8.40499e+06
ClFFT,Inplace,Real,double,2,1,1024,1024,0,4,19.8654,0.002172,9.2027,2.97302,2.32506,2.52743,2.58072,0.316309,29.3875,8.40499e+06,8.40499e+06
ClFFT,Inplace,Real,double,2,1,2048,2048,0,0,62.4184,0.002314,14.4395,11.6551,12.5709,12.5922,10.8063,0.338845,77.2002,3.35872e+07,3.35872e+07
ClFFT,Inplace,Real,double,2,1,2048,2048,0,1,62.3965,0.002301,14.3115,11.6425,12.5219,12.5903,10.8008,0.349891,77.0613,3.35872e+07,3.35872e+07
ClFFT,Inplace,Real,double,2,1,2048,2048,0,2,62.5762,0.002611,14.4702,11.6617,12.5297,12.5875,10.9362,0.341565,77.3916,3.35872e+07,3.35872e+07
ClFFT,Inplace,Real,double,2,1,2048,2048,0,3,62.3368,0.002726,14.4464,11.5988,12.5081,12.5995,10.7956,0.341161,77.1281,3.35872e+07,3.35872e+07
ClFFT,Inplace,Real,double,2,1,2048,2048,0,4,62.4588,0.002419,14.3062,11.6117,12.5078,12.6066,10.7499,0.354641,77.1231,3.35872e+07,3.35872e+07
ClFFT,Inplace,Real,double,2,1,4096,4096,0,0,187.057,0.002781,7.73336,44.905,46.0658,43.2144,44.7787,0.718032,195.512,1.34283e+08,1.34283e+08
ClFFT,Inplace,Real,double,2,1,4096,4096,0,1,186.968,0.002773,7.8651,45.0488,46.0312,43.2313,44.7627,0.690398,195.527,1.34283e+08,1.34283e+08
ClFFT,Inplace,Real,double,2,1,4096,4096,0,2,187.164,0.002591,7.77582,44.9845,46.2605,43.2189,44.7472,0.713528,195.657,1.34283e+08,1.34283e+08
ClFFT,Inplace,Real,double,2,1,4096,4096,0,3,186.517,0.002585,7.58751,45.5609,45.8585,43.196,44.8534,0.699453,194.808,1.34283e+08,1.34283e+08
ClFFT,Inplace,Real,double,2,1,4096,4096,0,4,186.091,0.002384,6.75103,44.954,46.0799,43.2204,44.7827,0.708419,193.554,1.34283e+08,1.34283e+08
ClFFT,Inplace,Real,double,3,1,63,67,65,0,10.2898,0.002301,6.83142,1.09488,0.715535,0.199636,1.22123,0.222,17.3466,2.22976e+06,33280
ClFFT,Inplace,Real,double,3,1,63,67,65,1,10.1031,0.002547,6.95164,1.09905,0.545412,0.206193,1.21282,0.214088,17.2723,2.22976e+06,33280
ClFFT,Inplace,Real,double,3,1,63,67,65,2,10.0227,0.002573,6.66842,1.1011,0.565049,0.199628,1.21941,0.214019,16.9086,2.22976e+06,33280
ClFFT,Inplace,Real,double,3,1,63,67,65,3,10.1098,0.002569,6.89439,1.09624,0.546753,0.200663,1.21219,0.214883,17.2226,2.22976e+06,33280
ClFFT,Inplace,Real,double,3,1,63,67,65,4,9.99471,0.002709,6.91011,1.11125,0.559427,0.201893,1.21927,0.231183,17.1396,2.22976e+06,33280
ClFFT,Inplace,Real,double,3,2,64,64,64,0,5.60746,0.002621,3.22954,0.986749,0.454796,0.104986,0.839938,0.208539,9.04913,2.16269e+06,33792
ClFFT,Inplace,Real,double,3,2,64,64,64,1,5.61984,0.002204,3.20981,0.977331,0.478154,0.105359,0.844642,0.196472,9.02924,2.16269e+06,33792
ClFFT,Inplace,Real,double,3,2,64,64,64,2,5.5418,0.002453,3.23635,0.972712,0.451141,0.105542,0.845159,0.203617,8.9851,2.16269e+06,33792
ClFFT,Inplace,Real,double,3,2,64,64,64,3,5.66805,0.002626,3.22134,0.973857,0.458141,0.105291,0.840427,0.194469,9.08734,2.16269e+06,33792
ClFFT,Inplace,Real,double,3,2,64,64,64,4,5.8072,0.002453,3.20831,0.98108,0.4545,0.105251,0.843299,0.195662,9.21452,2.16269e+06,33792
ClFFT,Inplace,Real,double,3,2,128,128,128,0,16.404,0.002317,4.26885,5.85522,0.855876,0.125998,5.25097,0.25916,20.9355,1.70394e+07,133120
ClFFT,Inplace,Real,double,3,2,128,128,128,1,16.4449,0.002402,4.32215,5.80639,0.940191,0.128142,5.24838,0.259131,21.0296,1.70394e+07,133120
ClFFT,Inplace,Real,double,3,2,128,128,128,2,16.5241,0.00228,4.33556,5.81914,0.881424,0.126651,5.31494,0.244553,21.1076,1.70394e+07,133120
ClFFT,Inplace,Real,double,3,2,128,128,128,3,16.4342,0.002436,4.32509,5.84956,0.83639,0.127068,5.2447,0.265506,21.0282,1.70394e+07,133120
ClFFT,Inplace,Real,double,3,2,128,128,128,4,16.3991,0.002547,4.29236,5.8103,0.854129,0.126263,5.22601,0.264329,20.9594,1.70394e+07,133120
ClFFT,Inplace,Real,double,3,2,128,256,128,0,27.5238,0.002267,4.32506,11.4504,0.955649,0.125901,10.6572,0.225999,32.0783,3.40787e+07,133120
ClFFT,Inplace,Real,double,3,2,128,256,128,1,27.4139,0.002621,4.26692,11.3655,0.921375,0.126082,10.633,0.315512,32.0001,3.40787e+07,133120
ClFFT,Inplace,Real,double,3,2,128,256,128,2,27.5316,0.002602,4.32057,11.4306,0.950751,0.128995,10.648,0.308134,32.164,3.40787e+07,133120
ClFFT,Inplace,Real,double,3,2,128,256,128,3,27.6186,0.002588,4.3071,11.4649,0.968423,0.127028,10.654,0.314422,32.2438,3.40787e+07,133120
ClFFT,Inplace,Real,double,3,2,128,256,128,4,27.9598,0.002802,4.71556,11.3962,0.915702,0.127291,10.6675,0.30311,32.9824,3.40787e+07,133120
ClFFT,Inplace,Real,double,3,2,256,256,256,0,96.5884,0.002197,4.78857,44.8247,2.06932,0.132607,44.8968,0.260053,101.64,1.35266e+08,528384
ClFFT,Inplace,Real,double,3,2,256,256,256,1,96.1005,0.002909,4.61347,44.8674,2.0748,0.134637,44.4989,0.263643,100.982,1.35266e+08,528384
ClFFT,Inplace,Real,double,3,2,256,256,256,2,95.9268,0.002329,4.67413,44.5319,2.09474,0.136714,44.6191,0.271946,100.876,1.35266e+08,528384
ClFFT,Inplace,Real,double,3,2,256,256,256,3,95.6522,0.002864,4.55774,44.485,2.06127,0.133558,44.4814,0.260886,100.475,1.35266e+08,528384
ClFFT,Inplace,Real,double,3,2,256,256,256,4,95.6728,0.002803,4.77485,44.5438,2.07556,0.135773,44.4534,0.262926,100.714,1.35266e+08,528384
ClFFT,Inplace,Real,double,3,2,512,512,512,0,732.862,0.00256,6.51096,357.157,6.84084,0.568546,361.384,0.462476,739.839,1.07794e+09,2.10534e+06
ClFFT,Inplace,Real,double,3,2,512,512,512,1,732.583,0.002386,6.47314,356.739,6.81121,0.57636,361.569,0.445596,739.505,1.07794e+09,2.10534e+06
ClFFT,Inplace,Real,double,3,2,512,512,512,2,731.898,0.002654,6.57358,356.5,6.81365,0.573228,361.418,0.453856,738.929,1.07794e+09,2.10534e+06
ClFFT,Inplace,Real,double,3,2,512,512,512,3,732.051,0.002327,6.56599,356.641,6.85703,0.568597,361.388,0.445784,739.066,1.07794e+09,2.10534e+06
ClFFT,Inplace,Real,double,3,2,512,512,512,4,732.316,0.002262,6.43545,356.725,6.81473,0.564486,361.459,0.446691,739.202,1.07794e+09,2.10534e+06
ClFFT,Inplace,Real,double,2,3,625,343,0,0,9.43145,0.002276,5.83582,0.863373,0.709591,0.864996,0.733857,0.296577,15.5671,1.71774e+06,1.71774e+06
ClFFT,Inplace,Real,double,2,3,625,343,0,1,9.66788,0.00208,5.9089,0.86437,0.693872,1.03405,0.721893,0.305964,15.8858,1.71774e+06,1.71774e+06
ClFFT,Inplace,Real,double,2,3,625,343,0,2,9.60997,0.002126,5.80909,0.86399,0.741218,0.959652,0.726287,0.318161,15.7403,1.71774e+06,1.71774e+06
ClFFT,Inplace,Real,double,2,3,625,343,0,3,9.24235,0.002261,5.94669,0.857594,0.698585,0.883624,0.734767,0.292923,15.4851,1.71774e+06,1.71774e+06
ClFFT,Inplace,Real,double,2,3,625,343,0,4,9.50513,0.002186,5.88058,0.869032,0.782905,0.868034,0.739079,0.294453,15.6832,1.71774e+06,1.71774e+06
ClFFT,Inplace,Real,double,2,3,729,2187,0,0,33.1234,0.002311,7.65689,4.80098,8.15155,8.08488,4.15853,0.47138,41.2549,1.27721e+07,1.27721e+07
ClFFT,Inplace,Real,double,2,3,729,2187,0,1,33.0402,0.002375,7.79793,4.77759,8.18118,8.09641,4.16434,0.463621,41.305,1.27721e+07,1.27721e+07
ClFFT,Inplace,Real,double,2,3,729,2187,0,2,33.5057,0.002278,7.82594,4.77338,8.17007,8.3125,4.16515,0.477639,41.8125,1.27721e+07,1.27721e+07
ClFFT,Inplace,Real,double,2,3,729,2187,0,3,33.2979,0.002337,7.63599,4.78633,8.17885,8.29628,4.19071,0.477557,41.4147,1.27721e+07,1.27721e+07
ClFFT,Inplace,Real,double,2,3,729,2187,0,4,33.7175,0.002129,7.49514,4.76887,8.22218,8.55598,4.14913,0.501588,41.7174,1.27721e+07,1.27721e+07
ClFFT,Inplace,Real,double,3,3,125,125,125,0,16.3002,0.002473,3.91215,5.96508,0.629959,0.12403,5.76783,0.263514,20.4793,1.575e+07,126000
ClFFT,Inplace,Real,double,3,3,125,125,125,1,16.2839,0.002395,3.94144,5.89705,0.626927,0.124847,5.77767,0.256629,20.4854,1.575e+07,126000
ClFFT,Inplace,Real,double,3,3,125,125,125,2,16.2919,0.002485,3.92996,5.8836,0.64446,0.127718,5.75323,0.241129,20.4666,1.575e+07,126000
ClFFT,Inplace,Real,double,3,3,125,125,125,3,16.226,0.002442,4.08947,5.84614,0.625957,0.124369,5.74704,0.244279,20.5632,1.575e+07,126000
ClFFT,Inplace,Real,double,3,3,125,125,125,4,16.2424,0.002837,4.03412,5.87127,0.625596,0.124613,5.76069,0.24242,20.5228,1.575e+07,126000
ClFFT,Inplace,Real,double,3,3,125,243,128,0,28.5965,0.002619,4.39949,11.5093,0.688452,0.126799,11.7387,0.305747,33.3054,3.13528e+07,129024
ClFFT,Inplace,Real,double,3,3,125,243,128,1,28.4855,0.002661,4.4995,11.5107,0.690757,0.129034,11.5991,0.337759,33.3266,3.13528e+07,129024
