; "SupportedThreads",24,"UsedThreads",24,"TotalMemory",270383394816,"PlanRigor","measure","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1497015723,"CurrentTimeLocal","Fri Jun  9 15:42:03 2017","Hostname","c02n12"
"Fftw_mklwrapper","Inplace","Complex","float",2,"oddshape",19,361,0,5,69,"Success",0.000546,0.014638,0.012118,0.006795,0.030379,0.028989,0.006182,0.006909,0.106897,54872,0,54872
"Fftw_mklwrapper","Inplace","Complex","float",2,"oddshape",19,361,0,6,69,"Success",0.000546,0.014695,0.012068,0.006515,0.030535,0.029197,0.006371,0.006485,0.106761,54872,0,54872
"Fftw_mklwrapper","Inplace","Complex","float",2,"oddshape",19,361,0,7,69,"Success",0.000559,0.014701,0.012191,0.00664,0.031242,0.028736,0.006038,0.006815,0.10723,54872,0,54872
"Fftw_mklwrapper","Inplace","Complex","float",2,"oddshape",19,361,0,8,69,"Success",0.000554,0.014983,0.012197,0.006717,0.030226,0.028533,0.006192,0.005991,0.105726,54872,0,54872
"Fftw_mklwrapper","Inplace","Complex","float",2,"oddshape",19,361,0,9,69,"Success",0.000567,0.015015,0.012367,0.00702,0.029555,0.029086,0.006373,0.006263,0.106572,54872,0,54872
"Fftw_mklwrapper","Inplace","Complex","float",2,"oddshape",19,361,0,10,69,"Success",0.00054,0.014629,0.012139,0.006799,0.029348,0.029068,0.006288,0.006318,0.105446,54872,0,54872
"Fftw_mklwrapper","Inplace","Complex","float",2,"oddshape",19,361,0,11,69,"Success",0.000554,0.014682,0.012493,0.007305,0.029868,0.028448,0.006114,0.007073,0.106858,54872,0,54872
"Fftw_mklwrapper","Inplace","Complex","float",2,"oddshape",361,361,0,0,70,"Warmup",0.000574,0.026316,0.020756,0.125659,0.361183,0.276851,0.148041,0.006474,0.966326,1042568,0,1042568
"Fftw_mklwrapper","Inplace","Complex","float",2,"oddshape",361,361,0,1,70,"Warmup",0.000528,0.024984,0.019341,0.116457,0.281183,0.270374,0.147337,0.005973,0.866594,1042568,0,1042568
"Fftw_mklwrapper","Inplace","Complex","float",2,"oddshape",361,361,0,2,70,"Success",0.000468,0.024233,0.023935,0.118617,0.268768,0.26523,0.148017,0.006128,0.855765,1042568,0,1042568
"Fftw_mklwrapper","Inplace","Complex","float",2,"oddshape",361,361,0,3,70,"Success",0.000502,0.024444,0.019097,0.116494,0.270859,0.265163,0.152042,0.005831,0.854785,1042568,0,1042568
"Fftw_mklwrapper","Inplace","Complex","float",2,"oddshape",361,361,0,4,70,"Success",0.000508,0.023903,0.019159,0.117238,0.27033,0.267645,0.148286,0.005865,0.853279,1042568,0,1042568
"Fftw_mklwrapper","Inplace","Complex","float",2,"oddshape",361,361,0,5,70,"Success",0.000489,0.024484,0.018907,0.116613,0.274412,0.262829,0.148796,0.005937,0.852812,1042568,0,1042568
"Fftw_mklwrapper","Inplace","Complex","float",2,"oddshape",361,361,0,6,70,"Success",0.000497,0.024084,0.019138,0.121617,0.270183,0.262771,0.146274,0.005791,0.850743,1042568,0,1042568
"Fftw_mklwrapper","Inplace","Complex","float",2,"oddshape",361,361,0,7,70,"Success",0.000471,0.024035,0.019046,0.116479,0.269462,0.265274,0.147257,0.00586,0.848237,1042568,0,1042568
"Fftw_mklwrapper","Inplace","Complex","float",2,"oddshape",361,361,0,8,70,"Success",0.000536,0.023894,0.018995,0.117209,0.271032,0.263877,0.155754,0.005844,0.857477,1042568,0,1042568
"Fftw_mklwrapper","Inplace","Complex","float",2,"oddshape",361,361,0,9,70,"Success",0.000514,0.023462,0.019152,0.116863,0.26979,0.267578,0.148021,0.005858,0.851573,1042568,0,1042568
"Fftw_mklwrapper","Inplace","Complex","float",2,"oddshape",361,361,0,10,70,"Success",0.000505,0.024258,0.019037,0.117176,0.27054,0.265776,0.149465,0.005824,0.85291,1042568,0,1042568
"Fftw_mklwrapper","Inplace","Complex","float",2,"oddshape",361,361,0,11,70,"Success",0.000511,0.023747,0.019232,0.122976,0.271703,0.264939,0.14742,0.005937,0.856812,1042568,0,1042568
"Fftw_mklwrapper","Inplace","Complex","float",2,"oddshape",361,6859,0,0,71,"Warmup",0.006,0.216911,0.191202,9.257567,4.519014,4.331588,2.324011,0.010081,20.857117,19808792,0,19808792
"Fftw_mklwrapper","Inplace","Complex","float",2,"oddshape",361,6859,0,1,71,"Warmup",0.001197,0.216593,0.190457,1.792521,4.520324,4.326174,2.359823,0.009751,13.417677,19808792,0,19808792
"Fftw_mklwrapper","Inplace","Complex","float",2,"oddshape",361,6859,0,2,71,"Success",0.001219,0.218346,0.188087,1.802463,4.512797,4.3495,2.364709,0.008856,13.446802,19808792,0,19808792
"Fftw_mklwrapper","Inplace","Complex","float",2,"oddshape",361,6859,0,3,71,"Success",0.001203,0.213818,0.19817,1.797088,4.510906,4.328321,2.373795,0.008917,13.433004,19808792,0,19808792
"Fftw_mklwrapper","Inplace","Complex","float",2,"oddshape",361,6859,0,4,71,"Success",0.001717,0.218159,0.201442,1.797666,4.510261,4.356277,2.367574,0.0095,13.463239,19808792,0,19808792
"Fftw_mklwrapper","Inplace","Complex","float",2,"oddshape",361,6859,0,5,71,"Success",0.001647,0.217454,0.201251,1.804009,4.522676,4.35234,2.370192,0.009721,13.479929,19808792,0,19808792
"Fftw_mklwrapper","Inplace","Complex","float",2,"oddshape",361,6859,0,6,71,"Success",0.001442,0.22385,0.187848,1.804033,4.52898,4.345894,2.364107,0.009278,13.466226,19808792,0,19808792
"Fftw_mklwrapper","Inplace","Complex","float",2,"oddshape",361,6859,0,7,71,"Success",0.001391,0.221388,0.193811,1.809631,4.522258,4.335043,2.370182,0.008948,13.463392,19808792,0,19808792
"Fftw_mklwrapper","Inplace","Complex","float",2,"oddshape",361,6859,0,8,71,"Success",0.001722,0.218715,0.189997,1.802227,4.526603,4.334555,2.362091,0.009119,13.445734,19808792,0,19808792
"Fftw_mklwrapper","Inplace","Complex","float",2,"oddshape",361,6859,0,9,71,"Success",0.001392,0.221678,0.188727,1.807234,4.534204,4.343898,2.359734,0.009782,13.467326,19808792,0,19808792
"Fftw_mklwrapper","Inplace","Complex","float",2,"oddshape",361,6859,0,10,71,"Success",0.001109,0.217509,0.190883,1.809542,4.519413,4.36385,2.360333,0.009682,13.472884,19808792,0,19808792
"Fftw_mklwrapper","Inplace","Complex","float",2,"oddshape",361,6859,0,11,71,"Success",0.001576,0.219555,0.189897,1.820999,4.519036,4.340097,2.361228,0.009249,13.462303,19808792,0,19808792
"Fftw_mklwrapper","Inplace","Complex","float",2,"oddshape",6859,6859,0,0,72,"Warmup",0.006041,0.390184,0.353137,215.998616,136.687652,136.072974,45.900209,33.225525,568.636726,376367048,0,376367048
"Fftw_mklwrapper","Inplace","Complex","float",2,"oddshape",6859,6859,0,1,72,"Warmup",0.006483,0.382082,0.354076,215.97243,135.908274,136.208153,45.916635,33.184365,567.934456,376367048,0,376367048
"Fftw_mklwrapper","Inplace","Complex","float",2,"oddshape",6859,6859,0,2,72,"Success",0.005849,0.384412,0.354796,215.944434,137.356847,135.145568,45.901268,33.209435,568.304347,376367048,0,376367048
"Fftw_mklwrapper","Inplace","Complex","float",2,"oddshape",6859,6859,0,3,72,"Success",0.005974,0.382798,0.355757,216.016107,135.372141,135.524693,45.881333,33.205938,566.746491,376367048,0,376367048
"Fftw_mklwrapper","Inplace","Complex","float",2,"oddshape",6859,6859,0,4,72,"Success",0.005907,0.387933,0.34878,216.108697,136.991227,134.014524,45.91517,33.219551,566.993539,376367048,0,376367048
"Fftw_mklwrapper","Inplace","Complex","float",2,"oddshape",6859,6859,0,5,72,"Success",0.006046,0.392533,0.348724,215.905081,133.957026,136.319301,45.900694,33.196523,566.02765,376367048,0,376367048
"Fftw_mklwrapper","Inplace","Complex","float",2,"oddshape",6859,6859,0,6,72,"Success",0.006278,0.382558,0.354641,215.957343,137.034561,136.565609,45.891885,33.172155,569.366787,376367048,0,376367048
"Fftw_mklwrapper","Inplace","Complex","float",2,"oddshape",6859,6859,0,7,72,"Success",0.006061,0.384845,0.348699,215.940926,136.848271,136.507272,45.903032,33.244558,569.185591,376367048,0,376367048
"Fftw_mklwrapper","Inplace","Complex","float",2,"oddshape",6859,6859,0,8,72,"Success",0.007122,0.38953,0.344197,215.918996,136.845293,136.603924,45.886334,33.217313,569.214505,376367048,0,376367048
"Fftw_mklwrapper","Inplace","Complex","float",2,"oddshape",6859,6859,0,9,72,"Success",0.006003,0.38333,0.348465,215.921717,136.006724,134.939568,45.889384,33.225252,566.722064,376367048,0,376367048
"Fftw_mklwrapper","Inplace","Complex","float",2,"oddshape",6859,6859,0,10,72,"Success",0.006001,0.381053,0.356003,216.052825,136.348027,136.428913,45.886408,33.198233,568.659063,376367048,0,376367048
"Fftw_mklwrapper","Inplace","Complex","float",2,"oddshape",6859,6859,0,11,72,"Success",0.006186,0.386332,0.348799,216.006764,136.903503,136.3884,45.938429,33.200124,569.180198,376367048,0,376367048
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",2,2,0,0,0,"Warmup",0.000423,0.002167,0.001213,9.9e-05,0.015898,0.015308,5.7e-05,0.002275,0.037876,32,0,32
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",2,2,0,1,0,"Warmup",0.000371,0.002318,0.001223,6.3e-05,0.015461,0.01552,4.8e-05,0.00233,0.037791,32,0,32
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",2,2,0,2,0,"Success",0.000365,0.002177,0.001525,6.9e-05,0.015434,0.015408,5.6e-05,0.002096,0.037566,32,0,32
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",2,2,0,3,0,"Success",0.000358,0.002001,0.001214,6.3e-05,0.016066,0.015612,5e-05,0.002413,0.038213,32,0,32
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",2,2,0,4,0,"Success",0.000366,0.001965,0.001243,6.1e-05,0.015735,0.015306,5.3e-05,0.002067,0.037234,32,0,32
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",2,2,0,5,0,"Success",0.000368,0.002225,0.001458,6e-05,0.015699,0.018364,4.9e-05,0.002262,0.040874,32,0,32
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",2,2,0,6,0,"Success",0.000352,0.002152,0.001249,6.3e-05,0.015418,0.015545,5.6e-05,0.002251,0.037425,32,0,32
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",2,2,0,7,0,"Success",0.000361,0.002352,0.001448,6.5e-05,0.01565,0.015325,0.000127,0.002063,0.037815,32,0,32
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",2,2,0,8,0,"Success",0.000432,0.002153,0.001239,9.7e-05,0.015727,0.015788,5.6e-05,0.002583,0.038514,32,0,32
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",2,2,0,9,0,"Success",0.000486,0.002185,0.001246,0.000111,0.015899,0.015358,4.8e-05,0.002238,0.038005,32,0,32
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",2,2,0,10,0,"Success",0.000369,0.001953,0.001391,6.8e-05,0.015536,0.015691,5.3e-05,0.002142,0.037641,32,0,32
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",2,2,0,11,0,"Success",0.000368,0.002016,0.001241,6.4e-05,0.015234,0.015692,4.9e-05,0.002532,0.037631,32,0,32
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",2,4,0,0,1,"Warmup",0.000584,0.554316,0.003517,0.000298,0.269774,0.125389,0.000271,0.002298,0.956937,64,0,64
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",2,4,0,1,1,"Warmup",0.00055,0.004471,0.00167,0.00016,0.001153,0.000527,4.5e-05,0.001563,0.010503,64,0,64
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",2,4,0,2,1,"Success",0.00053,0.003435,0.00153,0.000103,0.00093,0.00045,3.7e-05,0.001551,0.008908,64,0,64
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",2,4,0,3,1,"Success",0.000607,0.003127,0.001495,0.000121,0.000855,0.000426,3.8e-05,0.001528,0.008557,64,0,64
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",2,4,0,4,1,"Success",0.000531,0.003112,0.001458,0.000119,0.000854,0.000444,3.6e-05,0.001494,0.008373,64,0,64
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",2,4,0,5,1,"Success",0.000551,0.00317,0.001473,0.00012,0.000859,0.000399,3.6e-05,0.001523,0.008451,64,0,64
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",2,4,0,6,1,"Success",0.000557,0.003076,0.001467,0.000117,0.000842,0.000377,3.7e-05,0.001512,0.008337,64,0,64
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",2,4,0,7,1,"Success",0.000541,0.003105,0.001457,0.000122,0.000845,0.00039,3.7e-05,0.001511,0.008327,64,0,64
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",2,4,0,8,1,"Success",0.000543,0.00308,0.001456,0.000118,0.000841,0.00037,3.7e-05,0.00153,0.008292,64,0,64
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",2,4,0,9,1,"Success",0.000543,0.003089,0.001477,0.00012,0.000855,0.000381,3.2e-05,0.001491,0.008301,64,0,64
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",2,4,0,10,1,"Success",0.000572,0.003065,0.00146,0.000122,0.00086,0.000366,3.1e-05,0.001512,0.008301,64,0,64
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",2,4,0,11,1,"Success",0.000535,0.003081,0.001486,0.000119,0.000841,0.00038,3.7e-05,0.001508,0.008301,64,0,64
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",4,4,0,0,2,"Warmup",0.000633,0.003076,0.001195,0.000224,0.023101,0.135523,0.00014,0.002132,0.166538,128,0,128
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",4,4,0,1,2,"Warmup",0.000586,0.002938,0.001101,0.000185,0.016537,0.015673,0.000111,0.001714,0.039203,128,0,128
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",4,4,0,2,2,"Success",0.00056,0.008788,0.001198,0.000152,0.016504,0.015497,0.000119,0.001534,0.044808,128,0,128
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",4,4,0,3,2,"Success",0.0004,0.002133,0.001116,9.3e-05,0.015735,0.015659,4.1e-05,0.001335,0.036965,128,0,128
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",4,4,0,4,2,"Success",0.000396,0.001911,0.001091,8.9e-05,0.015932,0.015356,0.000126,0.001693,0.037031,128,0,128
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",4,4,0,5,2,"Success",0.000376,0.001958,0.001109,7.3e-05,0.015411,0.015383,4.1e-05,0.001697,0.036373,128,0,128
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",4,4,0,6,2,"Success",0.000382,0.001997,0.001107,6.9e-05,0.01573,0.015039,4e-05,0.001862,0.036699,128,0,128
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",4,4,0,7,2,"Success",0.000373,0.001914,0.001117,6.8e-05,0.015692,0.015159,4.1e-05,0.001895,0.036718,128,0,128
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",4,4,0,8,2,"Success",0.000408,0.002337,0.001129,6.9e-05,0.015799,0.015305,4.2e-05,0.001985,0.03751,128,0,128
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",4,4,0,9,2,"Success",0.000384,0.001934,0.001114,6.4e-05,0.0158,0.015104,4.2e-05,0.001945,0.036819,128,0,128
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",4,4,0,10,2,"Success",0.000396,0.002043,0.001106,6.5e-05,0.015409,0.015224,4.2e-05,0.001884,0.036595,128,0,128
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",4,4,0,11,2,"Success",0.000389,0.002045,0.001309,7e-05,0.016137,0.014961,0.0001,0.002147,0.037479,128,0,128
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",4,8,0,0,3,"Warmup",0.000573,0.004529,0.001511,0.000269,0.412899,0.001311,0.000166,0.002287,0.424022,256,0,256
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",4,8,0,1,3,"Warmup",0.000525,0.004609,0.001533,0.000184,0.001353,0.000607,9.2e-05,0.001627,0.010925,256,0,256
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",4,8,0,2,3,"Success",0.000523,0.003572,0.001473,0.000128,0.001085,0.000599,8.2e-05,0.001636,0.009475,256,0,256
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",4,8,0,3,3,"Success",0.000451,0.003252,0.00145,0.000103,0.000995,0.000521,7.6e-05,0.001593,0.008799,256,0,256
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",4,8,0,4,3,"Success",0.000472,0.00326,0.001463,0.000104,0.000979,0.000485,7.6e-05,0.001574,0.008759,256,0,256
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",4,8,0,5,3,"Success",0.000537,0.003196,0.001435,0.000102,0.000995,0.000488,7.4e-05,0.001542,0.00871,256,0,256
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",4,8,0,6,3,"Success",0.000536,0.003202,0.001437,9.4e-05,0.000982,0.000498,7.6e-05,0.001569,0.008762,256,0,256
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",4,8,0,7,3,"Success",0.000446,0.003238,0.001436,0.000102,0.000994,0.00048,7.5e-05,0.001545,0.008656,256,0,256
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",4,8,0,8,3,"Success",0.000461,0.003212,0.00144,0.000101,0.001004,0.000541,7.8e-05,0.001593,0.008767,256,0,256
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",4,8,0,9,3,"Success",0.000494,0.003181,0.001433,0.000101,0.000992,0.000488,7.3e-05,0.001544,0.00863,256,0,256
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",4,8,0,10,3,"Success",0.000453,0.003212,0.001459,0.000102,0.000986,0.000495,7.4e-05,0.00157,0.008677,256,0,256
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",4,8,0,11,3,"Success",0.000486,0.003214,0.001435,9.8e-05,0.000993,0.000486,7.4e-05,0.001546,0.008669,256,0,256
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",8,8,0,0,4,"Warmup",0.000459,0.002592,0.000936,0.000271,20.472988,17.638856,0.000305,0.001709,38.118556,512,0,512
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",8,8,0,1,4,"Warmup",0.000552,0.002673,0.000885,0.000244,3.12307,0.005116,0.000211,0.002128,3.135388,512,0,512
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",8,8,0,2,4,"Success",0.00053,0.002293,0.000757,0.000194,0.005538,0.004529,0.000194,0.001398,0.015971,512,0,512
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",8,8,0,3,4,"Success",0.000479,0.002449,0.000726,9.8e-05,0.005376,0.012005,0.000261,0.001127,0.022997,512,0,512
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",8,8,0,4,4,"Success",0.000493,0.002281,0.000719,0.000101,0.004729,0.004318,0.000243,0.001207,0.014513,512,0,512
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",8,8,0,5,4,"Success",0.000437,0.002285,0.000729,0.000103,0.004922,0.004341,0.000206,0.001216,0.014655,512,0,512
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",8,8,0,6,4,"Success",0.000473,0.0021,0.000715,0.0001,0.005624,0.00469,0.000202,0.001616,0.015951,512,0,512
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",8,8,0,7,4,"Success",0.000508,0.002108,0.000718,0.000103,0.005308,0.004447,0.000246,0.00121,0.015059,512,0,512
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",8,8,0,8,4,"Success",0.00048,0.002088,0.000873,9.4e-05,0.00481,0.004959,0.000198,0.001502,0.015405,512,0,512
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",8,8,0,9,4,"Success",0.000463,0.002285,0.000872,9.3e-05,0.005246,0.004606,0.000189,0.001562,0.015731,512,0,512
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",8,8,0,10,4,"Success",0.000477,0.00231,0.000879,0.000102,0.004713,0.004539,0.000212,0.001173,0.01481,512,0,512
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",8,8,0,11,4,"Success",0.000473,0.002086,0.000878,0.000101,0.004975,0.005137,0.00019,0.001354,0.015607,512,0,512
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",8,16,0,0,5,"Warmup",0.000549,0.002657,0.001179,0.000317,0.247596,0.006157,0.000267,0.001823,0.261026,1024,0,1024
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",8,16,0,1,5,"Warmup",0.000601,0.002596,0.001162,0.000219,0.005356,0.004927,0.000192,0.001007,0.016498,1024,0,1024
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",8,16,0,2,5,"Success",0.000482,0.002093,0.000911,0.000161,0.005769,0.004992,0.000207,0.001035,0.016194,1024,0,1024
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",8,16,0,3,5,"Success",0.000519,0.002364,0.000918,0.000163,0.004878,0.005089,0.000142,0.001016,0.015568,1024,0,1024
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",8,16,0,4,5,"Success",0.000495,0.002046,0.000914,0.000164,0.005401,0.004335,0.000168,0.001015,0.014997,1024,0,1024
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",8,16,0,5,5,"Success",0.000452,0.002064,0.000917,0.00017,0.005204,0.004581,0.000238,0.001119,0.015285,1024,0,1024
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",8,16,0,6,5,"Success",0.000493,0.002101,0.000918,0.000173,0.005108,0.004365,0.000175,0.001109,0.014847,1024,0,1024
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",8,16,0,7,5,"Success",0.000454,0.002035,0.000917,0.000173,0.005113,0.004682,0.000185,0.000973,0.014932,1024,0,1024
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",8,16,0,8,5,"Success",0.000459,0.002044,0.00093,0.000185,0.005577,0.004834,0.000178,0.001223,0.015834,1024,0,1024
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",8,16,0,9,5,"Success",0.000448,0.002068,0.001074,0.000183,0.005221,0.005142,0.000164,0.00117,0.015887,1024,0,1024
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",8,16,0,10,5,"Success",0.00046,0.002261,0.00092,0.000177,0.005204,0.004877,0.000187,0.00113,0.015617,1024,0,1024
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",8,16,0,11,5,"Success",0.000467,0.002028,0.001043,0.000158,0.005332,0.004863,0.000133,0.001521,0.015942,1024,0,1024
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",16,16,0,0,6,"Warmup",0.000526,1.312329,0.009332,0.000383,3.298238,0.879218,0.00056,0.00494,5.506103,2048,0,2048
"Fftw_mklwrapper","Inplace","Complex","float",2,"powerof2",16,16,0,1,6,"Warmup",0.000731,0.008416,0.003182,0.000387,0.014654,0.006153,0.000378,0.004417,0.038725,2048,0,2048
